Timestamp,Open,High,Low,Close
2025-01-03 17:07:59,2.444005,2.444905,2.44294,2.443575
2025-01-03 17:08:59,2.444,2.445,2.443645,2.444145
2025-01-03 17:09:58,2.445015,2.448835,2.444445,2.448835
2025-01-03 17:13:58,2.439915505,2.440275,2.439788685,2.439788685
2025-01-03 17:14:58,2.43816,2.439045,2.43816,2.43862654
2025-01-03 17:15:58,2.438662595,2.438662595,2.43624,2.43750249
2025-01-03 17:16:58,2.437448105,2.43896743,2.436410285,2.436410285
2025-01-03 17:17:58,2.43571063,2.43571063,2.432063415,2.432260785
2025-01-03 17:18:59,2.432399225,2.435914055,2.432399225,2.43517
2025-01-03 17:19:59,2.43527613,2.4392,2.43527613,2.43912
2025-01-03 17:20:59,2.439643235,2.439643235,2.436065,2.436065
2025-01-03 17:21:59,2.43689171,2.439035,2.43689171,2.439035
2025-01-03 17:22:59,2.44075614,2.443684165,2.44075614,2.44285902
2025-01-03 17:23:58,2.443015,2.4455,2.443015,2.44386707
2025-01-03 17:24:58,2.443815565,2.44582673,2.443416285,2.44582673
2025-01-03 17:25:58,2.445345,2.446660965,2.44324,2.44324
2025-01-03 17:26:58,2.443225,2.44462591,2.442235,2.44462591
2025-01-03 17:27:58,2.44492564,2.44492564,2.44198,2.44243
2025-01-03 17:28:59,2.44187018,2.44187018,2.440298515,2.4414658
2025-01-03 17:29:59,2.44078941,2.44196996,2.44078941,2.44095893
2025-01-03 17:30:59,2.44275053,2.44275053,2.43867964,2.43869454
2025-01-03 17:31:59,2.43744,2.43893346,2.43701693,2.43726
2025-01-03 17:32:58,2.43731,2.43887765,2.43727755,2.4381
2025-01-03 17:33:58,2.43811,2.43895609,2.437155,2.437155
2025-01-03 17:34:58,2.437213345,2.437731315,2.4369264,2.43757049
2025-01-03 17:35:58,2.43814,2.44089498,2.43814,2.439205
2025-01-03 17:36:58,2.43880612,2.440992395,2.43880612,2.439652265
2025-01-03 17:37:59,2.440115,2.44303,2.43915,2.44233309
2025-01-03 17:38:59,2.44296924,2.44399574,2.440678435,2.440678435
2025-01-03 17:39:59,2.44122,2.441597425,2.44016,2.44022
2025-01-03 17:40:59,2.43993544,2.440971585,2.439135,2.43915
2025-01-03 17:41:59,2.439786215,2.439786215,2.438169835,2.43879502
2025-01-03 17:42:59,2.438705555,2.44030985,2.43794706,2.44030985
2025-01-03 17:43:59,2.44111,2.44228,2.44021,2.44022
2025-01-03 17:44:59,2.440905,2.444795,2.440395,2.444795
2025-01-03 17:45:59,2.445705,2.451,2.445705,2.451
2025-01-03 17:46:58,2.452225,2.45325,2.44967,2.450535
2025-01-03 17:47:58,2.45128,2.45564,2.45128,2.45564
2025-01-03 17:48:58,2.455725,2.45948,2.455725,2.459275
2025-01-03 17:49:58,2.459,2.46027,2.45478,2.458426125
2025-01-03 17:50:58,2.456,2.456,2.4525,2.45455289
2025-01-03 17:51:58,2.454835,2.456465,2.45416,2.45579884
2025-01-03 17:52:58,2.456135,2.460410475,2.456135,2.460410475
2025-01-03 17:53:58,2.45995,2.4607023,2.4581,2.459725
2025-01-03 17:54:58,2.459185,2.462525,2.45817,2.462525
2025-01-03 17:55:59,2.46297,2.463465,2.461155,2.463305
2025-01-03 17:56:59,2.465,2.466785,2.46293,2.466439675
2025-01-03 17:57:59,2.46706,2.47003,2.46698,2.46925
2025-01-03 17:58:59,2.46889,2.470205,2.466955,2.46998
2025-01-03 17:59:59,2.469655,2.473765,2.469655,2.473035
2025-01-03 18:00:59,2.4745,2.474871895,2.472345,2.474295
2025-01-03 18:01:59,2.47462,2.477815,2.474015,2.477815
2025-01-03 18:02:59,2.48014,2.48285198,2.47722696,2.478202755
2025-01-03 18:03:58,2.48039932,2.501226515,2.48039932,2.501031935
2025-01-03 18:04:58,2.495205,2.50226606,2.49156,2.5000787
2025-01-03 18:05:58,2.502284875,2.502284875,2.48972,2.49603
2025-01-03 18:06:58,2.496166815,2.503077095,2.4935,2.494305
2025-01-03 18:07:58,2.498127055,2.503841035,2.49701972,2.50111033
2025-01-03 18:08:58,2.499883775,2.50601453,2.499883775,2.50591
2025-01-03 18:09:58,2.50422,2.506855,2.497483195,2.497483195
2025-01-03 18:10:59,2.49450414,2.495830725,2.48973,2.48973
2025-01-03 18:11:59,2.489945,2.49275314,2.4855,2.492112805
2025-01-03 18:12:59,2.48887,2.491514495,2.487795,2.490255
2025-01-03 18:13:59,2.49210851,2.49210851,2.485453405,2.490145
2025-01-03 18:14:59,2.4875,2.4875,2.482233235,2.482233235
2025-01-03 18:15:22,2.483,2.487035,2.483,2.487035
2025-01-03 18:24:59,2.490045115,2.493987805,2.490045115,2.49259
2025-01-03 18:25:59,2.4925,2.49319,2.48971,2.49013
2025-01-03 18:26:30,2.490645,2.490645,2.48765,2.48765
2025-01-03 18:28:58,2.479984515,2.48030859,2.4775,2.4795
2025-01-03 18:33:58,2.47067191,2.47067191,2.4685,2.46901
2025-01-03 18:34:58,2.470094135,2.4714,2.46927,2.4714
2025-01-03 18:35:58,2.47159,2.47442,2.470715,2.47442
2025-01-03 18:36:58,2.474865,2.47608,2.47283,2.47283
2025-01-03 18:37:59,2.472545,2.472545,2.470825,2.47105
2025-01-03 18:38:59,2.47097,2.4735,2.469695,2.47332
2025-01-03 18:39:59,2.4745,2.475,2.471955,2.472845
2025-01-03 18:40:59,2.472965,2.47375,2.472095,2.47282
2025-01-03 18:41:57,2.47212,2.47216,2.469915,2.471955
2025-01-03 18:42:58,2.472005,2.4755,2.47076,2.47476
2025-01-03 18:43:58,2.47502,2.47875429,2.47502,2.476905
2025-01-03 18:44:58,2.47595,2.47849,2.475905,2.475905
2025-01-03 18:45:58,2.475725,2.47953,2.475725,2.477805
2025-01-03 18:46:59,2.4795,2.48294,2.4785,2.48294
2025-01-03 18:47:59,2.482675,2.483885,2.480675,2.48277
2025-01-03 18:48:59,2.48268,2.48483,2.48268,2.48431
2025-01-03 18:49:59,2.48494,2.48494,2.48174,2.482340215
2025-01-03 18:50:59,2.4831,2.487935,2.4831,2.48695
2025-01-03 18:51:58,2.484855155,2.492014725,2.484855155,2.491305465
2025-01-03 18:52:58,2.49084,2.491695,2.48901,2.489795
2025-01-03 18:53:58,2.488335,2.49063942,2.48777,2.489665
2025-01-03 18:54:58,2.48913973,2.48913973,2.48707,2.48778581
2025-01-03 18:55:58,2.487270195,2.490655,2.487270195,2.489805
2025-01-03 18:56:59,2.489955,2.49083,2.48800003,2.48843
2025-01-03 18:57:59,2.48768665,2.48768665,2.482585,2.48473
2025-01-03 18:58:59,2.4848,2.48499,2.482375,2.482445
2025-01-03 18:59:59,2.48259,2.48378,2.48259,2.48285
2025-01-03 19:00:59,2.484945,2.484945,2.480405,2.48156
2025-01-03 19:01:58,2.481705,2.48203,2.480785,2.481205
2025-01-03 19:02:58,2.481555,2.482595,2.479895,2.479895
2025-01-03 19:03:58,2.479775,2.480805,2.47867,2.480805
2025-01-03 19:04:58,2.480405,2.481665,2.47888,2.48146
2025-01-03 19:05:58,2.481735,2.485505,2.481735,2.482575
2025-01-03 19:06:59,2.483,2.48458962,2.483,2.483395
2025-01-03 19:07:59,2.48305,2.48305,2.477525,2.477525
2025-01-03 19:08:59,2.477525,2.477525,2.472825,2.472825
2025-01-03 19:09:59,2.472395,2.47253,2.46852,2.468835
2025-01-03 19:10:57,2.469365,2.470525,2.46863,2.470525
2025-01-03 19:11:58,2.471525,2.472815,2.47129,2.4717
2025-01-03 19:12:58,2.47245,2.472785,2.468725,2.468725
2025-01-03 19:13:58,2.469805,2.473695,2.469805,2.473695
2025-01-03 19:14:58,2.47474,2.47678,2.47383,2.47678
2025-01-03 19:15:59,2.477755,2.479845,2.476685,2.479845
2025-01-03 19:16:59,2.479685,2.47982,2.477525,2.47982
2025-01-03 19:17:59,2.480605,2.482285,2.478035,2.478675
2025-01-03 19:18:59,2.47786,2.47869,2.476,2.47828
2025-01-03 19:19:59,2.477405,2.47857,2.4747,2.4747
2025-01-03 19:20:58,2.473895,2.475185,2.473805,2.474655
2025-01-03 19:21:58,2.473805,2.474675,2.47105,2.474675
2025-01-03 19:22:58,2.474395,2.47479,2.472493195,2.472685
2025-01-03 19:23:58,2.47266417,2.47372,2.47248,2.47248
2025-01-03 19:24:58,2.47245543,2.47263,2.469935,2.469935
2025-01-03 19:25:59,2.469685,2.469765,2.46848,2.469425
2025-01-03 19:26:59,2.469825,2.47335,2.46972,2.47335
2025-01-03 19:27:59,2.474635,2.47468,2.47162,2.47162
2025-01-03 19:28:59,2.4715,2.472605,2.470955,2.47179
2025-01-03 19:29:58,2.471005,2.47195,2.47012,2.471755
2025-01-03 19:30:58,2.47049,2.47375,2.470065,2.47275
2025-01-03 19:31:59,2.472755,2.47452,2.47275,2.47384
2025-01-03 19:32:58,2.47447488,2.47447488,2.472743875,2.47288
2025-01-03 19:33:58,2.47344,2.47574,2.472865,2.474975
2025-01-03 19:34:58,2.47571,2.47657044,2.47239783,2.47239783
2025-01-03 19:35:58,2.47254532,2.47383,2.471945,2.472805
2025-01-03 19:36:58,2.47179,2.471935,2.46975,2.469815
2025-01-03 19:37:58,2.47057,2.47173,2.468835,2.469805
2025-01-03 19:38:58,2.46944049,2.47024458,2.467915,2.468905
2025-01-03 19:39:58,2.46987,2.47183,2.469005,2.469005
2025-01-03 19:40:58,2.46956253,2.47002,2.468935,2.469725
2025-01-03 19:41:58,2.470053325,2.470053325,2.46903,2.46978
2025-01-03 19:42:59,2.46978,2.47269,2.46978,2.471755
2025-01-03 19:43:59,2.472155,2.47242702,2.471135,2.47188
2025-01-03 19:44:59,2.472696165,2.472696165,2.47162249,2.4718
2025-01-03 19:45:59,2.472765,2.47583,2.472765,2.474755
2025-01-03 19:46:59,2.475232625,2.477241975,2.474015,2.474015
2025-01-03 19:47:58,2.472995,2.47458,2.470975,2.471165735
