timestamp,open,high,low,close
2024-12-30 18:57:00,3337.49729655,3337.56662205,3337.03527389,3337.03527389
2024-12-30 18:58:00,3336.97240435,3338.05441755,3336.97240435,3338.05441755
2024-12-30 18:59:00,3338.5422272,3339.42734255,3336.7313336,3337.1525974
2024-12-30 19:02:00,3336.47874955,3336.47874955,3333.98981038,3334.624840845
2024-12-30 19:03:00,3331.077367115,3334.2202935,3331.077367115,3334.1606523
2024-12-30 19:04:00,3334.214433835,3334.214433835,3331.200761765,3332.3063632
2024-12-30 19:05:00,3332.3361838,3332.3361838,3330.2612369,3331.2388748
2024-12-30 19:06:00,3331.15539115,3331.21510606,3327.66456579,3327.66456579
2024-12-30 19:07:00,3328.5125458,3331.026103875,3328.5125458,3331.026103875
2024-12-30 19:09:00,3331.095728265,3331.7905924,3330.263140525,3330.40503547
2024-12-30 19:10:00,3330.652543855,3330.652543855,3330.4576953,3330.4576953
2024-12-30 19:18:00,3330.45677648,3330.45677648,3330.45677648,3330.45677648
2024-12-30 19:23:00,3334.9432603,3334.9432603,3333.324774875,3333.7463699
2024-12-30 19:24:00,3337.9993501,3337.9993501,3337.869679,3337.869679
2024-12-30 19:27:00,3337.18156103,3337.22854233,3337.18156103,3337.2266225
2024-12-30 19:28:00,3339.9285794,3340.0055313,3339.9285794,3340.0055313
2024-12-30 19:29:00,3340.0430711,3340.0430711,3337.82688881,3338.79423747
2024-12-30 19:30:00,3338.395320815,3338.8936958,3338.061176085,3338.8786958
2024-12-30 19:45:00,3338.9910611,3338.9910611,3338.82898089,3338.82898089
2024-12-30 19:48:00,3334.696127755,3334.696127755,3334.25035733,3334.25035733
2024-12-30 19:49:00,3335.2973633,3336.473865,3335.2973633,3336.473865
2024-12-30 19:50:00,3335.6913168,3336.6084165,3334.98692741,3334.98692741
2024-12-30 19:51:00,3334.800527035,3334.800527035,3333.4467586,3333.5412204
2024-12-30 19:52:00,3333.9996656,3335.1414962,3333.154204695,3334.468051
2024-12-30 19:53:00,3335.0318849,3335.17813228,3334.2990975,3334.7329015
2024-12-30 19:54:00,3335.1414065,3337.9589614,3335.1414065,3337.9589614
2024-12-30 19:55:00,3338.0836923,3338.5775561,3335.477968345,3335.477968345
2024-12-30 19:56:00,3335.459086695,3335.459086695,3333.6576367,3334.824158605
2024-12-30 19:57:00,3334.644928345,3334.724614745,3333.612779245,3334.6129314
